address,lat,lon
331 S FIVE SISTERS CIR,37.1034111,-113.5453424
2077 West River of Fortune CIR,,
4834 Petroglyph DR,37.1918054,-113.6299801
6202 S ROCKY TALUS WY,37.0032114,-113.507842
845 N VALLEY VIEW DR #903,37.1223879,-113.6045458
"1541 W POPPY HILLS CIR SAIINT GEORGE, UT 84790",,
1165 W INDIAN HILLS DR 221,,
660 S 400 E ST 18,37.0859022,-113.574928
1604 W BELAYER DR,37.0700945,-113.6181236
"444 Sunland Dr Apt 69 Saint George, UT",,
2755 W Becco TRL,,
2759 W Becco TRL,,
2763 W Becco TRL,,
Walnut Canyon Dr,37.0507429,-113.5111023
1143 W DOONBEG DR,,
3464 E Banded Hills DR,37.0459462,-113.5187786
5812 S Lansky DR,,
5806 S Lansky DR,,
6191 S Tracer CT,,
2663 W VENICE LN,,
1910 S 2940 E,37.0758103,-113.5235175
2990 E Riverside DR 21,,
"952 Grand Teton Lane,  St George,  UT",37.1232747,-113.5515318
922 E Brigham RD STE 5C,,
914 W MARISSA RD,,
5267 S Blue Pearl Aly,,
1360 E WHITE BLUFF DR,,
3748 S Jessamine Dr,,
3537 E 2930 S ST,37.0584584,-113.5200327
3286 S TALLOW TREE DR,,
975 S Tech Ridge DR,37.1048369,-113.5947616
1091 N BLUFF STREET,37.126456,-113.6043518
1648 E DIHEDRAL DR,37.0749561,-113.5504186
3164 E 2170 S ST,37.0713662,-113.5146129
1543 S River RD UNIT 1,,
1405 E HAYROCKS DR,37.0065326,-113.5535288
1612 BONITA BAY CIRCLE,37.0211467,-113.6168604
6178 S Rosalind DR,,
1286 W 2130 S ST,,
3045 Corkwood Cir,37.0554977,-113.5557553
2423 W Chardonnay LN,,
2137 S Rappel WY,37.0713376,-113.619554
1111 W Beck Hill DR,,
1289 N 1280 W ST,37.1302279,-113.610788
Enterprise Drive,37.0324569,-113.5754126
TBD-2450 South,,
1188 W Grayson DR,,
2160 N Chaco Trail,37.1488763,-113.6396927
2412 S BRECKENRIDGE DR,,
311 S Bedrock LN,,
315 S Bedrock LN,,
3544 marigold way,37.0480798,-113.6103093
5962 S Jasper Ridge DR,37.0038041,-113.5936475
5958 S Jasper Ridge DR,37.0038041,-113.5936475
5964 S Jasper Ridge DR,37.0038041,-113.5936475
5968 S Jasper Ridge DR,,
3032 E RIMRUNNER DR,37.0011828,-113.5106866
"1701 N 2500 W Saint George, UT",,
2745 S 2260 E CIR,37.0622738,-113.5374775
"1169 Lizzie Ln Saint George, UT",,
4479 Hiko Springs DR,37.0314189,-113.6210824
337 Belmont DR,37.0467712,-113.5912194
2512 E 40 N ST,37.1090289,-113.5313364
1472 E George Washington BLVD UNIT 5,,
321 W DAMASCUS DR,37.0491854,-113.5920623
2030 East Riverside Drive,37.0975742,-113.5413304
4684 S Desert Color PKWY,37.0146776,-113.5944235
2825 E Mall Dr,,
2826 E Rowan Lane,,
2050 S 1400 E ST 12,,
4637 Painted Sky DR,37.1893052,-113.6308221
2745 W LUGANO WAY,,
2727 W Lugano WY,,
2121 S 1200 W ST,,
1505 S Shale DR,37.0818306,-113.5281878
6111 S Half Dome Ln,,
1245 S Main St,,
5310 S BLUE PEARL ALY,,
2678 W BRENTA WAY,37.0966608,-113.6401687
1050 E Brigham Rd #20,37.0595691,-113.5838298
1050 E Brigham Rd #19,37.058972,-113.5814501
1660 North Palo Verde DR,37.1364922,-113.6144994
1696 W Belayer DR,37.0700945,-113.6181236
1057 W DOONBEG DR,,
2392 E Capone LN,,
3155 E Hinckley LN,,
332 N Donlee DR,37.1118739,-113.5972434
6170 S HALF DOME CIR,,
SG-LOSG-10-1003,,
5263 S Blue Pearl Aly,,
3284 E CLARA LN,,
1035 W DOONBEG DR,,
Grand View Drive / Sky Rocket Road,,
"3408 E 2450 S St George, UT",37.0669131,-113.5153748
2853 E Rowan LN,,
3302 E Seegmiller DR,37.0616974,-113.527932
2895 E GRANITE WY,37.0794796,-113.529218
1505 S SHALE DR,37.0818306,-113.5281878
1392 East Hayrocks DR,,
2245 N Cohonina Cir,,
671 W CRYSTAL DR,,
Dixie Drive & 360 North,,
5505 Johnson Arch DR,37.20259,-113.6151869
436 N LOST CREEK CIR,,
2244 W 1890 N,,
432 E Enterprise DR,37.0303376,-113.5688539
1873 S THREE MARYS PL,37.076033,-113.5672992
1825 E. 3850 S. ST,37.0427667,-113.5506021
4890 N LONG SKY DR,37.1973805,-113.6332887
856 W Las Colinas Dr,,
3053 E. Holly CIR,37.0499858,-113.5210871
3000 E & Merrill Road,,
1055 EAST 900 SOUTH #UNIT 71,,
1710 E Red Cliffs DR UNIT 1305,,
1679 W Belayer DR,37.0700945,-113.6181236
1674 W CHANDLER DR,,
1732 W 540 N ST UNIT 112,,
1483 N 1460 W ST,37.132288,-113.6148328
404 N LOST CREEK CIR,,
2334 S RIVER RD #84,,
3487 S PRICE HILLS DR,37.0478721,-113.5681151
"894 W HAMPTON RD, ST GEORGE, UT 84770",,
1735 W 540 N #304,,
2901 E 850 N St,,
Divario Canyon Drive & Alienta Drive,,
471 S BRACCIANO DR,37.1000262,-113.6424207
518  W Del Mar DR,37.0501587,-113.5947404
1496 E WHITE HOLLOW CIR,,
1471 E WHITE DESERT DR,37.0057288,-113.5537872
4443 S River RD,,
1424 E WHITE BLUFF DR,,
2686 E Cultivator DR,,
787 W Windsor DR,,
FORT PIERCE LOT 183,37.0746519,-113.5537381
3141 E 2220 S ST,37.0617079,-113.5383738
380 S 500 E,37.0866492,-113.5730153
860 S village Rd.,37.0926248,-113.6243181
575 S 1100 E ST #20,,
4196 S Airport PKWY UNIT 52C,,
3539 Solano WY,37.0479489,-113.5954769
3224 S Walnut Canyon Dr,,
275 S VALLEY VIEW DR #28,,
380 S 500 E ST,,
2250 E BURR LN,,
6094 S Rock Rose DR,,
4834 N PETROGLYPH DR,37.1907816,-113.6298103
Sage Haven at Desert Color,,
"Sage Haven, Phase 8, Water Meter #2",,
5885 S Foothill Ridge DR,,
5686 S WEEHAWKEN LN,,
5702 S WEEHAWKEN LN,,
5694 S WEEHAWKEN LN,,
5690 S WEEHAWKEN LN,,
2523 S River RD UNIT 1,,
2720 E 3390 S,37.0505923,-113.5285341
"1738 E Wolf Hole Dr Saint George, UT",,
3461 E 2930 S ST,37.0584584,-113.5200327
3142 E 2170 S ST,37.0713662,-113.5146129
Hamilton/Burr Ln,,
Little Valley Road & 2830 S Intersection,,
2990 E RIVERSIDE DR #165,,
"1945 W Rising Sun Drive, St. George, 84770",,
1586 W Belayer DR,,
5938 S WHITE RIM CT,,
617 E Riverside DR STE 204,,
3025 Sweetgum CIR,,
2544 E 1520 S CIR,,
2962 E ALDERANN ST,37.0012546,-113.5249601
2682 S FRANKLIN DR,37.0621081,-113.5334451
3485 E Ashbury Dr,,
"3737 S 2640 E ST, ST GEORGE, UT 84790",37.0453547,-113.5301896
3557 E 2890 S ST,37.0592021,-113.5143809
503 S MARTIGNANO WAY,37.0998656,-113.6404472
493 S MAGGIORE TRL,37.1002723,-113.6411165
1333 S Auto Mall DR STE 105,,
6025 S RIVER RD UNIT B3,,
1414 E Medical Center DR,37.0997445,-113.5501652
"225 N VALLEY VIEW DR #29, ST GEORGE, UT 84770",,
2653 W RIO LOBO DR,,
527 N NORTHRIDGE AVE,37.1173812,-113.6014527
2681 W VENICE LN,,
968 W 4100 S ST,,
1450 E 3850 S,37.0427667,-113.5506021
798 W FIRE SKY DR,37.0083804,-113.598062
1346 E St James LN,,
975 N 1800 E ST,,
1436 W 320 N ST,37.1139268,-113.6129496
669 S 700 E ST,37.1103165,-113.5684606
1058 - 1070 W ALBERTINE LN,37.0732275,-113.6069114
1294 W MARIGOLD WAY,37.0450513,-113.6121452
30 E MILAN LN,,
2810 W Silver Cholla LN,,
2585 E WATERS EDGE CIR,,
2929 E Alderann ST,37.0012546,-113.5249601
887 S Capaldi DR Unit 416,,
257 E Sydney DR,37.045732,-113.5783163
253 E Sydney DR,37.045732,-113.5783163
53 E MILAN LN,,
3577 S TURIN LN,37.0473679,-113.5816648
102 E MILAN LN,,
52 E MILAN LN,,
110 E MILAN LN,,
"2405 W Entrada Trail #59 St. George, UT",,
3477 E 2930 S ST,37.0584584,-113.5200327
4510 S ASH SPRINGS LN,37.0306701,-113.6222097
3576 Pomegranate WY,37.0472771,-113.6088439
3136 Swaps DR,37.054961,-113.592699
2785 W Becco TRL,,
2921 E Alderann ST,37.0012546,-113.5249601
317 S Bedrock LN,,
2589 S HILLRISE DR,,
221 N EMERAUD DR #31,37.1110226,-113.6366015
5295 N Hidden Pinyon Drive,37.2009261,-113.6131004
1386 W 2410 S CIR,,
3552 East Broken Mesa DR,,
2036 E Yant Flat DR,37.0052527,-113.5445626
Pioneer Road,37.0596846,-113.5857585
901 W BOXTHORN DR,,
6294 S Green Diamond CV,,
SE corner of 700 S and River Road,,
402 N 2370 E ST,37.1152974,-113.5329924
4689 N MOVIE ROCK DR,37.1909676,-113.6174849
526 S 600 E,37.110396,-113.5705799
551 W 400 N,37.1150036,-113.582909
4700 South Desert Color Parkway,,
1122 East 300 South #APT L123,,
2523 S RIVER RD UNIT 1,,
717 S Bluff ST,37.0844071,-113.5834085
4929 S DESERT COLOR PKWY PKWY A103,,
444 E SUNLAND DR #80,37.0870215,-113.576353
55 E 700 S ST #24,,
964 West Bloomington Drive South,,
3790 S Hydeberry CV,37.0441283,-113.6139354
2257 E 650 N ST,37.1199498,-113.5354252
1733 N 2500 W ST,37.1380096,-113.6368902
727 N DAYBREAK DR,37.1202677,-113.6257884
409 N COUNTRY LN 31,,
1354 E HONEYCOMB CT,,
1461 S River Road,37.1017898,-113.5556595
3551 E RIMRUNNER DR,37.0013935,-113.5105816
2951 S MAPLECREST DR,,
6173 White Bee CIR,,
2367 E MALITSOH WAY,,
2727 E Granite WY,37.0794796,-113.529218
2595 E. FLINT ST,37.0792472,-113.5298973
540 E Tabernacle ST,37.1081196,-113.5653075
3317 E 2250 S ST,37.0700468,-113.5495088
2832 E 1240 S ST,37.0869122,-113.5262069
250 N Red Cliffs DR STE 39,,
5360 S Pura CIR,37.0165854,-113.6019888
1593 E DIHEDRAL DR,37.0749561,-113.5504186
663 S Molveno TRL,,
3379 Clara LN,,
3677 E ASHBURY DR,,
185 W 200 N ST,,
656 W RIO VIRGIN DR,,
3476 Chimney Rock Dr.,37.0021038,-113.5122841
2891 E Mall DR,37.0997565,-113.5371743
2144 S 3010 E ST,37.0717147,-113.5214861
903 W Boxthorn DR,37.0026726,-113.6030209
3376 E Clara LN,,
3023 E 2170 S ST,37.0713662,-113.5146129
4721 N WHITE ROCKS DR,37.1923766,-113.6186004
851 S FIVE SISTERS DR,37.093705,-113.5449545
1380 E Medical Center Dr.,37.0997445,-113.5501652
232 N 100 E ST,,
517 N LOST CREEK CIR,,
2836 Mall DR,37.095833,-113.5287289
3262 E Clara LN,,
2597 E Horseman Park DR,37.0550244,-113.5316504
3170 S TALLOW TREE DR,37.0518929,-113.5115653
2859 South Redwood Tree Circle,,
3047 W Orco LN,,
915 W Boxthorn DR,,
542 N Daybreak DR,37.1180011,-113.624874
4993 S Seabrook DR,37.0226679,-113.618206
1247 W FIREPIT KNOLL DR,37.190128,-113.6143685
1752 N 2500 W ST,37.1384444,-113.6367672
545 E ALABASTER CIR,,
"4950 S Desert Color Parkway,  #C101 St. George, UT 84790",,
905 W Boxthorn DR,37.0026726,-113.6030209
919 W Boxthorn DR,,
1263 W 1250 N ST,37.1296479,-113.6103994
909 W  Boxthorn DR,,
2636 E Cultivator DR,,
2686 E 2220 S ST,37.0705037,-113.53213
1363 W YELLOW KNOLLS DR,,
3051 W Orco LN,,
3260 E DESERET DR S,37.1142093,-113.5175573
150 South Crystal Lakes Drive #2,37.107349,-113.628208
984 E 900 S ST 9,,
2139 West Cougar Rock Circle #169,37.1530631,-113.627735
1836 N ARTESIA DR,37.1345859,-113.6153596
913 W Boxthorn DR,,
3030 E Viviano LN,,
668 S ALCANTARA LN,,
Flowers Way at Desert Canyons,,
1958 S 2580 E ST,37.0913068,-113.5313449
3068 W Orco LN,,
3027 W Orco LN,,
3028 W Orco LN,,
3042 W Orco LN,,
3054 W Orco LN,,
20 N Main Street Suite 104,,
405 E Nagano DR,37.0477133,-113.5751771
1878 E RIVERBEND DR,,
190 S 100 E ST,37.1052663,-113.5360308
2797 S GRASS VALLEY DR,37.0616114,-113.5317566
2214 W Lomaki Cir,37.1598864,-113.6313953
3035 W Orco LN,,
3000 W NEMI LN,37.1060258,-113.6466112
3180 E 2170 S ST,37.0541773,-113.5134261
1662 W Belayer DR,37.0700945,-113.6181236
1664 S Dixie DR UNIT J101,,
585 North 2000 East,37.1179366,-113.5410153
1989 E Rustic Drive,37.0631926,-113.5404163
1664 S Perlite Drive,37.080455,-113.5209666
1630 S Perlite DR,37.080455,-113.5209666
5699 S WEEHAWKEN LN,,
5695 S WEEHAWKEN LN,,
5691 S WEEHAWKEN LN,,
5687 S WEEHAWKEN LN,,
1770 East Red Cliffs DR,,
2255 Hill RD UNIT 4,,
4272 S IRONWOOD DR,,
1531 W 1230 N ST,37.12924,-113.616572
2075 W 730 S ST,,
1732 W 540 N ST 88,37.1175351,-113.6216388
2185 W 1710 N ST,37.1373243,-113.6300361
1593 W PAIUTE RD,37.0465846,-113.621778
1608 W BALANCED ROCK DR,37.1398303,-113.6181521
1981 W 1030 N ST,37.1257744,-113.6261445
1572 E BOULDER SPRINGS DR,37.0798066,-113.5534626
2085 N TUWEAP DR 63,37.1471688,-113.6293826
1055 E 900 S ST 9,,
805 S RIVER RD #11,,
969 N 3050 E,37.1248791,-113.5234219
4870 N Limber Pine DR,37.1924509,-113.6135126
2505 S RIVER RD UNIT 3,,
875 N 2720 E ST,37.0620155,-113.5205009
646 N 2450 E ST 9,,
310 N Industrial RD,37.115629,-113.5605207
495 W CANYON PINE DR,,
3439 S Barcelona Drive #73,,
766 Obsidian DR,37.0756464,-113.6007685
2129 E 170 S CIR,37.105675,-113.5364397
3069 S LEDGE ROCK DR,,
55 E 700 S ST 49,,
1733 N CENTENNIAL DR,37.138558,-113.6353451
853 Red Rock Road,37.1232249,-113.5578341
425 W 300 N,37.113328,-113.5906988
3302 Seegmiller Dr,37.0616974,-113.527932
2771 W LUGANO WAY,,
The Grove,,
1236 W 2190 S CIR,,
2138 E 390 N CIR,37.1148836,-113.5379032
364 W 200 N ST,,
1087 E FORT PIERCE DR,37.0751757,-113.5613997
441 W ROLLING HILLS DR,37.0690793,-113.5951555
3547 E ASHBURY DR,,
1067 E TABERNACLE ST  7,,
640 Latonia CIR,37.0420234,-113.5981446
255 S100 W ST,,
TBD Green Mountain DR,,
2452 W CHARDONNAY LN,,
4609 S PIONEER RD,,
4637 S PIONEER RD,,
432 E Enterprise Drive,37.0303376,-113.5688539
Near Plantations Drive and Province Way,,
1077 W ALBERTINE LN,37.0732275,-113.6069114
1331 N DIXIE DOWNS RD 73,37.1411803,-113.6222159
2860 W BLACKHAWK RIDGE CIR,,
2331 W ENTRADA TRL #81,37.1549828,-113.6379691
2990 E RIVERSIDE DR 114,37.09847,-113.5400308
2720 E 3390 S St,37.0505923,-113.5285341
2923 E Rowan LN,,
1043 W Doonbeg DR,,
797 S 1740 W,37.094737,-113.620272
1081 W ALBERTINE LN,37.0732275,-113.6069114
1069 W ALBERTINE LN,,
1073 W ALBERTINE LN,37.0732275,-113.6069114
1065 W ALBERTINE LN,37.0732275,-113.6069114
1061 W ALBERTINE LN,,
3802 E CHURCH ROCKS DR,37.0033766,-113.5105079
2046 E PANORAMA PKWY,,
1431 Basswood CIR,,
995 N RED ROCK RD,37.1226926,-113.5578388
2935 E Rowan LN,,
4521 S Factory Drive Unit 2,,
2023 W 975 N,37.12504,-113.626859
3630 S INNSBRUCK LN,37.0468028,-113.5840764
348 N Bluff ST,37.0860939,-113.5841864
906 W SAPPHIRE SKY LN,37.0153509,-113.6020003
732 East Alabaster Road,,
2274 N CASCADE CANYON DR,,
970 E 700 S #UNIT 82,,
1140 East Fort Pierce Drive #54,37.07449,-113.5645076
2627 E Diamond Ridge CIR,37.0785609,-113.5296368
1252 W COPELAND DR,,
1755 W SUNSTAR DR,37.0278498,-113.6213081
2852 S 2350 E ST,37.059981,-113.5357978
4819 N LIMBER PINE DR,,
1315 E HAYROCKS DR,37.0065326,-113.5535288
2673 W TRASIMENO DR,37.0986666,-113.6412667
345 N 2450 E Unit 241,,
5908 S WHITE RIM CT,,
611 E Alabaster RD,,
2315 S Crimson Cliffs WAY,37.0706203,-113.5062501
2031 E Colorado Drive #10,,
Airport Parkway and Success Drive,,
1450 N Dixie Downs RD UNIT 148,,
2842 Skywalker Dr.,,
801 S Bluff ST STE A30,,
3071 E 2170 S ST,37.0713662,-113.5146129
4637 S & 4609 S Pioneer Road,,
855 N Daybreak DR,37.1233584,-113.6271745
1382 S River RD,,
1408 E Honeycomb DR,37.0036993,-113.5463927
5802 S Lansky DR,,
2727 E Granite WAY,37.0781368,-113.5351735
2629 W SHOSHONI TRL,,
37 E Dakar LN,37.0472698,-113.5829358
2503 E Arbor DR,37.0537116,-113.53178
907 N 2720 E,37.124084,-113.5284281
5509 S. COPPER PEARL LANE,,
438 N Stone Mountain Dr #48,,
2234 S 2100 E ST,37.0699588,-113.540752
210 N 2700 E St,,
1509 West 750 North #1,,
805 S RIVER RD #23,,
263 South 2390 East Cir,37.1042168,-113.5322965
3 S EMERAUD DR,,
2714 W TRASIMENO DR,37.0986666,-113.6412667
1360 N Dixie Downs Road #58,37.1411803,-113.6222159
361 N 2900 E ST,37.114293,-113.52427
1494 E WHITE HOLLOW CIR,,
"600 S MEDICAL CENTER DRIVE, FIRST FLOOR ROOM A-140",,
132 N 1210 W ST,37.1054546,-113.6093896
4270 E Triumph WAY,,
2700 W Brenta WAY,37.0966608,-113.6401687
1537 S River RD UNIT 2,,
2761 S Magnolia LN,,
1479 E George Washington BLVD STE 201,,
1287 W Bloomington DR  #6,,
1075 N 1400 W St UNIT 2,,
302 S Divario Canyon DR BLDG 8,,
351 S Valley View Dr #47,37.1023506,-113.6148647
477 N Industrial RD,,
2673 E 400 N St,37.1155992,-113.5291335
1545 E Mead LN,,
1547 E Mead LN,,
1541 E Mead LN,,
2030 E Middleton DR,37.1214058,-113.5501852
1543 E Mead LN,,
3396 Sugar Leo RD,37.0505756,-113.5970292
1894 W 1600 N,37.1362946,-113.624997
3459 S. Marblewood DR,,
2537 W. Entrada TRL,37.156074,-113.6362983
508 S LIRI TRL,,
2780 E Ashwood LN,37.0593596,-113.5255175
1308 N 1530 W,37.1309413,-113.6164081
1680 W SUNKISSED DR,37.0285502,-113.6195201
3399 E 2250 S,37.0700468,-113.5495088
302 S Divario,37.0987155,-113.6440392
2198 West 1465 North,37.1332759,-113.6296419
210 North Mall Drive Unit 140,,
748 N 2330 E ST,37.0686443,-113.5483457
1749 West 3550 South,37.0478762,-113.6211065
1736 E Flagstone Road,,
473 S River RD STE 2,,
850 N. 2720 E.,37.1235317,-113.528026
2888 E 3190 S,37.0540813,-113.524736
2292 S Tall Grass LN,,
2672 E CEDAR POST LN,,
1234 Firepit Knoll Dr,37.190128,-113.6143685
275 S River RD,37.0133522,-113.5643388
107 S 1470 E Suite #302,,
1770 Red Cliffs DR UNIT 1165,,
1091 N Bluff ST UNIT 1001,,
2329 S 2100 E ST,37.0701393,-113.540537
2730 W Lugano WY,,
"1380 E. MEDICAL CENTER DRIVE, FIRST FLOOR  ROOM 103",,
636 W CANYON PINE DR,,
5904 S White Rim CT,,
3502 E 2890 S ST,37.0592021,-113.5143809
517 W Olive LN,,
519 W Olive LN,,
3486 E 2890 S ST,37.0592021,-113.5143809
"1210 West Indian Hills Drive #19, St. George, Utah",,
922 N DIXIE DOWNS RD,37.1241251,-113.623069
2707 E 50 S ST,37.107707,-113.528496
1065 W DOONBEG DR,,
6320 S Green Diamond CV,,
1765 N 2065 W ST,,
3562 E Church Rocks DR,37.0033766,-113.5105079
2524 Kachina Vistas CIR,,
1059 Shadow Point DR,37.1065375,-113.6119381
200 South 1470 East,37.1036135,-113.5518072
"Lot 68, Fort Pierce",37.07449,-113.5645076
1048 W Cresole DR,37.0933518,-113.6076888
6180 S White Bee CIR,,
2915 E. Amaranth DR,37.0527006,-113.5248881
3011 E RIMRUNNER DR,37.0060299,-113.5085482
2938 E Rowan LN,,
1845 S Talus CT,,
4571 High Park Dr,37.0295148,-113.6117948
1927 W 470 N,37.1163268,-113.6250315
3277 E Seegmiller DR,37.061454,-113.5179813
1854 W Stonebridge DR UNIT 112,,
2771 E Amaranth Dr.,37.051672,-113.5273122
2934 E SEEGMILLER DR,37.0613521,-113.5176271
1543 S River RD UNIT 4,,
3077 E 2220 S,37.0705037,-113.53213
207 N Emeraud DR,,
2255 S HILL RD UNIT 2,,
2557 S River RD UNIT 2,,
2852 Magnolia LN,37.0601197,-113.5281796
1714 E. Sunshine TRL,,
969 N 3050 E ST STE A2,,
185 S Arancio Ct.,37.1049569,-113.6482003
250 N Red Cliffs DR STE 31,,
Springs Park to Mall Drive,,
2912 N CHINLE CIR,37.1585238,-113.6307936
68 E Milan LN,,
2281 S CRIMSON CLIFFS WAY,37.0706203,-113.5062501
2436 N Tacheene DR,,
248 N 100 E,37.1123271,-113.5811588
5894 S White Rim CT,,
1292 E Hayrocks DR,37.0065326,-113.5535288
144 W Brigham Rd. Ste 2,,
2302 S Tall Grass LN,,
1572 S Dixie DR UNIT 103,,
2066 S 3010 E Cirlce,,
1495 S River RD UNIT 2,,
Sky Rocket Road Gap Canyon Parkway (Divario PA-1),,
3281 E Clara LN,,
1626 S PERLITE DR,,
271 N Country LN UNIT G,,
271 N Country LN,37.1109845,-113.6293631
4178 E El Capitan WAY,,
146 S 700 E,37.1005023,-113.5685336
2000 W Greyhawk Cir,,
2523 S River RD UNIT 2,,
2000 W Greyhawk CIR,,
1553 S River RD,,
992 N 1800 E,,
994 N Red Rock RD,,
3706 S Sapporo PL,,
3688 S Sapporo PL,,
3692 S Sapporo PL,,
3696 S Sapporo PL,,
3702 S Sapporo PL,,
1758 S Point DR,37.0777114,-113.5574253
897 W Boxthorn DR,37.0026726,-113.6030209
895 W Boxthorn DR,37.0026726,-113.6030209
891 W Boxthorn DR,,
887 W Boxthorn DR,37.0026726,-113.6030209
883 W Boxthorn DR,37.0026726,-113.6030209
3093 W Platani TRL,,
1299 E Hayrocks DR,37.0065326,-113.5535288
1328 E Hayrocks DR,37.0065326,-113.5535288
3107 Banded Hills DR,37.0459462,-113.5187786
2784 E 3630 S ST,37.0463318,-113.5278175
3448 Bristlecone WY,,
2445 E 3670 S ST,37.0460334,-113.5348961
3560 E 2890 S ST,37.0592021,-113.5143809
6182 S Rock Rose DR,,
6181 S Rock Rose DR,,
4135 E EL CAPITAN WAY,,
3039 S Slate Ridge DR,37.0562219,-113.5374625
1474 W Firepit Knoll DR,37.190128,-113.6143685
2836 S 2300 E Circle,,
4129 E EL CAPITAN WAY,,
2674 S 3160 E ST,37.0631802,-113.5186953
4117 E EL CAPITAN WAY,,
237 S Arancio Point Ct,,
2406 E 3910 S ST,37.0418033,-113.5348846
2076 S Grandiflora RD,37.0731186,-113.605741
391 North Donlee DR,37.1150252,-113.5988479
1131 N Jefferson Street,,
2176 W 1610 N ST,37.1361714,-113.6299397
1598 W Spirit Walker Drive,37.0278087,-113.6191435
6149 S Rock Rose DR,,
2057 S Grandiflora RD,37.0731186,-113.605741
3344 E 2250 S  ST,37.0700468,-113.5495088
883 - 897 W Boxthorn DR,37.0026726,-113.6030209
1770 E Red Cliffs DR UNIT 1182,,
5948 S Jasper Ridge DR,37.0038041,-113.5936475
5952 S Jasper Ridge DR,37.0038041,-113.5936475
3382 S Sugar Leo RD,37.0528796,-113.5961664
NE Corner of Desert Color Parkway and Black Mountain Drive,,
5946 S Jasper Ridge DR,37.0038041,-113.5936475
4567 N Rusty Cliffs DR,,
5088 S Desert Color Parkway,37.0146504,-113.5945056
1526 N Dixie Downs Rd #56,37.1411803,-113.6222159
438 S Liri TRL,,
145 W Auto Mall DR,37.0805897,-113.585041
628 W Green Mountain DR,,
2826 S EMILY LN,,
2078 E. Riverside DR,37.0975742,-113.5413304
2734 E 3630 S,37.0464529,-113.5282188
16 North Donlee DR,37.1090495,-113.5950125
3397 S Tallow Tree DR,,
1009 S 2910 E,37.0468052,-113.5242069
2877 Redwood Tree CIR,37.0603198,-113.5563385
1605 W Approach LN,,
1010 N 1800 E,37.1225575,-113.5449135
3697 S 1550 W,37.0453,-113.6169432
1467 E White Desert DR,37.0057288,-113.5537872
3507 S Marblewood DR,,
